Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Grain radius (m)	Xe produced (at/m3)	Xe in grain (at/m3)	Xe in intragranular solution (at/m3)	Xe in intragranular bubbles (at/m3)	Xe at grain boundary (at/m3)	Xe released (at/m3)	Kr produced (at/m3)	Kr in grain (at/m3)	Kr in intragranular solution (at/m3)	Kr in intragranular bubbles (at/m3)	Kr at grain boundary (at/m3)	Kr released (at/m3)	Fission gas release (/)	He produced (at/m3)	He in grain (at/m3)	He in intragranular solution (at/m3)	He in intragranular bubbles (at/m3)	He at grain boundary (at/m3)	He released (at/m3)	He fractional release (/)	He release rate (at/m3 s)	Intragranular bubble concentration (bub/m3)	Intragranular bubble radius (m)	Intragranular gas swelling (/)	Burnup (MWd/kgUO2)	U235 (at/m3)	U238 (at/m3)	
0	878.7526486	0	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.682224e+24	1.599835e+24	8.238863e+22	0	7.764462e+20	0.0004613465	0	2.08e+20	9.035177e-10	6.426313e-07	0	2.328887e+26	2.276476e+28	
0.00036	879.0080657	0	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.682224e+24	1.599835e+24	8.238863e+22	0	7.764462e+20	0.0004613465	0	2.08e+20	9.035177e-10	6.426313e-07	0	2.328887e+26	2.276476e+28	
0.00072	879.2634828	0	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.682224e+24	1.599835e+24	8.238863e+22	0	7.764462e+20	0.0004613465	0	2.08e+20	9.035177e-10	6.426313e-07	0	2.328887e+26	2.276476e+28	
0.00108	879.5188999	0	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.682224e+24	1.599835e+24	8.238863e+22	0	7.764462e+20	0.0004613465	0	2.08e+20	9.035177e-10	6.426313e-07	0	2.328887e+26	2.276476e+28	
0.00144	879.774317	0	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.682224e+24	1.599835e+24	8.238863e+22	0	7.764462e+20	0.0004613465	0	2.08e+20	9.035177e-10	6.426313e-07	0	2.328887e+26	2.276476e+28	
0.0018	880.0297341	0	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.682224e+24	1.599835e+24	8.238863e+22	0	7.764462e+20	0.0004613465	0	2.08e+20	9.035177e-10	6.426313e-07	0	2.328887e+26	2.276476e+28	
0.00216	880.2851511	0	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.682224e+24	1.599835e+24	8.238863e+22	0	7.764462e+20	0.0004613465	0	2.08e+20	9.035177e-10	6.426313e-07	0	2.328887e+26	2.276476e+28	
0.00252	880.5405682	0	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.682224e+24	1.599835e+24	8.238863e+22	0	7.764462e+20	0.0004613465	0	2.08e+20	9.035177e-10	6.426313e-07	0	2.328887e+26	2.276476e+28	
0.00288	880.7959853	0	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.682224e+24	1.599835e+24	8.238863e+22	0	7.764462e+20	0.0004613465	0	2.08e+20	9.035177e-10	6.426313e-07	0	2.328887e+26	2.276476e+28	
0.00324	881.0514024	0	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.682224e+24	1.599835e+24	8.238863e+22	0	7.764462e+20	0.0004613465	0	2.08e+20	9.035177e-10	6.426313e-07	0	2.328887e+26	2.276476e+28	
0.0036	881.3068195	0	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.682224e+24	1.599835e+24	8.238863e+22	0	7.764462e+20	0.0004613465	0	2.08e+20	9.035177e-10	6.426313e-07	0	2.328887e+26	2.276476e+28	
0.00396	881.5622365	0	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.682224e+24	1.599835e+24	8.238863e+22	0	7.764462e+20	0.0004613465	0	2.08e+20	9.035177e-10	6.426313e-07	0	2.328887e+26	2.276476e+28	
0.00432	881.8176536	0	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.682224e+24	1.599835e+24	8.238863e+22	0	7.764462e+20	0.0004613465	0	2.08e+20	9.035177e-10	6.426313e-07	0	2.328887e+26	2.276476e+28	
0.00468	882.0730707	0	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.682224e+24	1.599835e+24	8.238863e+22	0	7.764462e+20	0.0004613465	0	2.08e+20	9.035177e-10	6.426313e-07	0	2.328887e+26	2.276476e+28	
0.00504	882.3284878	0	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683e+24	1.682224e+24	1.599835e+24	8.238863e+22	0	7.764462e+20	0.0004613465	0	2.08e+20	9.035177e-10	6.426313e-07	0	2.328887e+26	2.276476e+28	
